t_tot,t,m,m2,m4,E
0.0033333333333333335,0.0033333333333333335,0.08,0.0064,4.096e-05,-60
0.013333333333333334,0.01,0.1,0.01,0.0001,-60
0.01888888888888889,0.005555555555555556,0.111111111111,0.0123456790123,0.000152415790276,-64
0.048888888888888885,0.03,0.0511111111111,0.00261234567901,6.82434994665e-06,-104
0.05111111111111111,0.0022222222222222222,0.0466666666667,0.00217777777778,4.74271604938e-06,-112
0.05222222222222222,0.0011111111111111111,0.0488888888889,0.00239012345679,5.7126901387e-06,-112
0.05333333333333333,0.0011111111111111111,0.0511111111111,0.00261234567901,6.82434994665e-06,-120
0.09666666666666666,0.043333333333333335,-0.0355555555556,0.00126419753086,1.59819539704e-06,-148
0.10222222222222221,0.005555555555555556,-0.0466666666667,0.00217777777778,4.74271604938e-06,-152
0.10333333333333332,0.0011111111111111111,-0.0488888888889,0.00239012345679,5.7126901387e-06,-152
0.11222222222222221,0.008888888888888889,-0.0311111111111,0.000967901234568,9.36832799878e-07,-168
0.11555555555555554,0.0033333333333333335,-0.0377777777778,0.00142716049383,2.03678707514e-06,-164
0.1222222222222222,0.006666666666666667,-0.0511111111111,0.00261234567901,6.82434994665e-06,-164
0.12555555555555553,0.0033333333333333335,-0.0577777777778,0.00333827160494,1.11440573083e-05,-160
0.12666666666666665,0.0011111111111111111,-0.06,0.0036,1.296e-05,-164
0.15999999999999998,0.03333333333333333,-0.126666666667,0.0160444444444,0.000257424197531,-196
0.17111111111111107,0.011111111111111112,-0.148888888889,0.0221679012346,0.000491415845146,-216
0.1722222222222222,0.0011111111111111111,-0.151111111111,0.0228345679012,0.000521417491236,-224
0.1733333333333333,0.0011111111111111111,-0.148888888889,0.0221679012346,0.000491415845146,-228
0.17444444444444443,0.0011111111111111111,-0.151111111111,0.0228345679012,0.000521417491236,-236
0.17555555555555555,0.0011111111111111111,-0.148888888889,0.0221679012346,0.000491415845146,-232
0.17666666666666667,0.0011111111111111111,-0.146666666667,0.0215111111111,0.000462727901235,-232
0.2,0.023333333333333334,-0.193333333333,0.0373777777778,0.0013970982716,-264
0.21555555555555556,0.015555555555555555,-0.162222222222,0.0263160493827,0.000692534455114,-292
0.21888888888888888,0.0033333333333333335,-0.155555555556,0.0241975308642,0.000585520499924,-304
0.23333333333333334,0.014444444444444444,-0.184444444444,0.0340197530864,0.00115734360006,-308
0.23666666666666666,0.0033333333333333335,-0.191111111111,0.0365234567901,0.0013339628959,-316
0.23777777777777778,0.0011111111111111111,-0.188888888889,0.0356790123457,0.00127299192196,-320
0.24,0.0022222222222222222,-0.184444444444,0.0340197530864,0.00115734360006,-328
0.25222222222222224,0.012222222222222223,-0.16,0.0256,0.00065536,-324
0.25333333333333335,0.0011111111111111111,-0.162222222222,0.0263160493827,0.000692534455114,-324
0.2544444444444445,0.0011111111111111111,-0.164444444444,0.0270419753086,0.000731268428593,-328
0.2555555555555556,0.0011111111111111111,-0.162222222222,0.0263160493827,0.000692534455114,-320
0.28,0.024444444444444446,-0.113333333333,0.0128444444444,0.000164979753086,-344
0.28222222222222226,0.0022222222222222222,-0.108888888889,0.0118567901235,0.000140583472032,-348
0.32888888888888895,0.04666666666666667,-0.0155555555556,0.000241975308642,5.85520499924e-08,-368
0.3355555555555556,0.006666666666666667,-0.00222222222222,4.93827160494e-06,2.43865264441e-11,-380
0.33888888888888896,0.0033333333333333335,-0.00888888888889,7.9012345679e-05,6.2429507697e-09,-384
0.3622222222222223,0.023333333333333334,0.0377777777778,0.00142716049383,2.03678707514e-06,-388
0.4322222222222223,0.07,0.177777777778,0.0316049382716,0.000998872123152,-416
0.4333333333333334,0.0011111111111111111,0.175555555556,0.0308197530864,0.000949857180308,-420
0.44000000000000006,0.006666666666666667,0.162222222222,0.0263160493827,0.000692534455114,-436
0.4422222222222223,0.0022222222222222222,0.166666666667,0.0277777777778,0.000771604938272,-440
0.4622222222222223,0.02,0.126666666667,0.0160444444444,0.000257424197531,-464
0.46333333333333343,0.0011111111111111111,0.128888888889,0.016612345679,0.000275970028959,-460
0.4666666666666668,0.0033333333333333335,0.122222222222,0.0149382716049,0.000223151958543,-476
0.4677777777777779,0.0011111111111111111,0.12,0.0144,0.00020736,-472
0.49333333333333346,0.025555555555555557,0.171111111111,0.0292790123457,0.000857260563938,-508
0.5022222222222223,0.008888888888888889,0.153333333333,0.0235111111111,0.000552772345679,-536
0.5177777777777779,0.015555555555555555,0.122222222222,0.0149382716049,0.000223151958543,-524
0.548888888888889,0.03111111111111111,0.184444444444,0.0340197530864,0.00115734360006,-532
0.5911111111111113,0.042222222222222223,0.1,0.01,0.0001,-568
0.6022222222222223,0.011111111111111112,0.0777777777778,0.00604938271605,3.65950312452e-05,-592
0.7622222222222224,0.16,-0.242222222222,0.0586716049383,0.00344235722603,-684
0.8166666666666668,0.05444444444444444,-0.133333333333,0.0177777777778,0.000316049382716,-672
0.9377777777777778,0.12111111111111111,0.108888888889,0.0118567901235,0.000140583472032,-688
0.9488888888888889,0.011111111111111112,0.0866666666667,0.00751111111111,5.64167901235e-05,-692
