t_tot,t,m,m2,m4,E
4e-06,4e-06,-0.000176,3.0976e-08,9.59512576e-16,1316
3.6e-05,3.2e-05,-0.00024,5.76e-08,3.31776e-15,1300
4.4e-05,8e-06,-0.000224,5.0176e-08,2.517630976e-15,1296
6.4e-05,2e-05,-0.000184,3.3856e-08,1.146228736e-15,1284
7.2e-05,8e-06,-0.0002,4e-08,1.6e-15,1284
8.8e-05,1.6e-05,-0.000168,2.8224e-08,7.96594176e-16,1268
9.2e-05,4e-06,-0.00016,2.56e-08,6.5536e-16,1264
0.000116,2.4e-05,-0.000208,4.3264e-08,1.871773696e-15,1264
0.00014,2.4e-05,-0.00016,2.56e-08,6.5536e-16,1256
0.00015199999999999998,1.2e-05,-0.000184,3.3856e-08,1.146228736e-15,1244
0.000188,3.6e-05,-0.000112,1.2544e-08,1.57351936e-16,1220
0.000216,2.8e-05,-5.6e-05,3.136e-09,9.834496e-18,1212
0.000248,3.2e-05,-0.00012,1.44e-08,2.0736e-16,1192
0.000256,8e-06,-0.000104,1.0816e-08,1.16985856e-16,1188
0.000272,1.6e-05,-0.000136,1.8496e-08,3.42102016e-16,1176
0.000276,4e-06,-0.000144,2.0736e-08,4.29981696e-16,1172
0.000312,3.6e-05,-0.000216,4.6656e-08,2.176782336e-15,1144
0.000336,2.4e-05,-0.000168,2.8224e-08,7.96594176e-16,1128
0.000396,6e-05,-4.8e-05,2.304e-09,5.308416e-18,1112
0.000408,1.2e-05,-2.4e-05,5.76e-10,3.31776e-19,1104
0.000412,4e-06,-3.2e-05,1.024e-09,1.048576e-18,1100
0.00041999999999999996,8e-06,-1.6e-05,2.56e-10,6.5536e-20,1088
0.00043599999999999997,1.6e-05,-4.8e-05,2.304e-09,5.308416e-18,1076
0.000452,1.6e-05,-1.6e-05,2.56e-10,6.5536e-20,1072
0.000512,6e-05,0.000104,1.0816e-08,1.16985856e-16,1040
0.0005239999999999999,1.2e-05,0.000128,1.6384e-08,2.68435456e-16,1024
0.0005279999999999999,4e-06,0.000136,1.8496e-08,3.42102016e-16,1016
0.0005439999999999999,1.6e-05,0.000104,1.0816e-08,1.16985856e-16,1012
0.0005759999999999999,3.2e-05,0.000168,2.8224e-08,7.96594176e-16,996
0.0005839999999999999,8e-06,0.000184,3.3856e-08,1.146228736e-15,984
0.0005959999999999999,1.2e-05,0.00016,2.56e-08,6.5536e-16,968
0.0006079999999999998,1.2e-05,0.000184,3.3856e-08,1.146228736e-15,968
0.0006399999999999998,3.2e-05,0.000248,6.1504e-08,3.782742016e-15,944
0.0006639999999999999,2.4e-05,0.000296,8.7616e-08,7.676563456e-15,928
0.0006719999999999999,8e-06,0.000312,9.7344e-08,9.475854336e-15,928
0.0006799999999999998,8e-06,0.000328,1.07584e-07,1.1574317056e-14,924
0.0006959999999999998,1.6e-05,0.00036,1.296e-07,1.679616e-14,904
0.0006999999999999998,4e-06,0.000352,1.23904e-07,1.5352201216e-14,904
0.0007159999999999997,1.6e-05,0.00032,1.024e-07,1.048576e-14,884
0.0007239999999999997,8e-06,0.000304,9.2416e-08,8.540717056e-15,880
0.0007359999999999997,1.2e-05,0.000328,1.07584e-07,1.1574317056e-14,872
