t_tot,t,m,m2,m4,E
0.0032,0.0032,-0.0008,6.4e-07,4.096e-13,-72
0.004,0.0008,0.0008,6.4e-07,4.096e-13,-84
0.008,0.004,-0.0072,5.184e-05,2.6873856e-09,-104
0.0092,0.0012,-0.0048,2.304e-05,5.308416e-10,-116
0.0116,0.0024,-1.08420217249e-18,1.17549435082e-36,1.38178696882e-72,-132
0.0136,0.002,-0.004,1.6e-05,2.56e-10,-136
0.016,0.0024,-0.0088,7.744e-05,5.9969536e-09,-156
0.0176,0.0016,-0.012,0.000144,2.0736e-08,-168
0.0184,0.0008,-0.0104,0.00010816,1.16985856e-08,-176
0.0188,0.0004,-0.0096,9.216e-05,8.4934656e-09,-176
0.0208,0.002,-0.0056,3.136e-05,9.834496e-10,-192
0.0212,0.0004,-0.0048,2.304e-05,5.308416e-10,-200
0.0216,0.0004,-0.0056,3.136e-05,9.834496e-10,-192
0.026000000000000002,0.0044,0.0032,1.024e-05,1.048576e-10,-208
0.026400000000000003,0.0004,0.0024,5.76e-06,3.31776e-11,-212
0.0332,0.0068,-0.0112,0.00012544,1.57351936e-08,-272
0.0336,0.0004,-0.012,0.000144,2.0736e-08,-272
0.0428,0.0092,-0.0304,0.00092416,8.540717056e-07,-324
0.058399999999999994,0.0156,0.0008,6.4e-07,4.096e-13,-348
0.05959999999999999,0.0012,-0.0016,2.56e-06,6.5536e-12,-348
0.06359999999999999,0.004,0.0064,4.096e-05,1.6777216e-09,-364
0.06399999999999999,0.0004,0.0072,5.184e-05,2.6873856e-09,-364
0.07479999999999999,0.0108,-0.0144,0.00020736,4.29981696e-08,-388
0.07559999999999999,0.0008,-0.016,0.000256,6.5536e-08,-392
0.07639999999999998,0.0008,-0.0144,0.00020736,4.29981696e-08,-400
0.07879999999999998,0.0024,-0.0096,9.216e-05,8.4934656e-09,-408
0.08879999999999998,0.01,-0.0296,0.00087616,7.676563456e-07,-500
0.09279999999999998,0.004,-0.0216,0.00046656,2.176782336e-07,-524
0.09319999999999998,0.0004,-0.0224,0.00050176,2.517630976e-07,-528
0.10599999999999998,0.0128,0.0032,1.024e-05,1.048576e-10,-528
0.1336,0.0276,-0.052,0.002704,7.311616e-06,-660
0.1916,0.058,0.064,0.004096,1.6777216e-05,-856
0.1944,0.0028,0.0584,0.00341056,1.16319195136e-05,-876
0.28359999999999996,0.0892,-0.12,0.0144,0.00020736,-964
0.2844,0.0008,-0.1184,0.01401856,0.000196520024474,-972
0.2852,0.0008,-0.12,0.0144,0.00020736,-976
0.2884,0.0032,-0.1136,0.01290496,0.000166537992602,-1004
0.3712,0.0828,0.052,0.002704,7.311616e-06,-1092
0.3948,0.0236,0.0992,0.00984064,9.68381956096e-05,-1116
0.41,0.0152,0.0688,0.00473344,2.24054542336e-05,-1172
0.41119999999999995,0.0012,0.0664,0.00440896,1.94389282816e-05,-1180
0.41319999999999996,0.002,0.0704,0.00495616,2.45635219456e-05,-1188
0.4316,0.0184,0.0336,0.00112896,1.2745506816e-06,-1296
0.43279999999999996,0.0012,0.0312,0.00097344,9.475854336e-07,-1308
0.43479999999999996,0.002,0.0352,0.00123904,1.5352201216e-06,-1320
0.4356,0.0008,0.0368,0.00135424,1.8339659776e-06,-1324
0.4856,0.05,0.1368,0.01871424,0.000350222778778,-1412
0.486,0.0004,0.136,0.018496,0.000342102016,-1412
0.6044,0.1184,-0.1008,0.01016064,0.00010323860521,-1484
0.6552,0.0508,0.0008,6.4e-07,4.096e-13,-1584
0.676,0.0208,-0.0408,0.00166464,2.7710263296e-06,-1596
0.6768000000000001,0.0008,-0.0424,0.00179776,3.2319410176e-06,-1596
0.8144,0.1376,0.2328,0.05419584,0.00293718907331,-1680
0.9088,0.0944,0.044,0.001936,3.748096e-06,-1940
0.9128000000000001,0.004,0.052,0.002704,7.311616e-06,-1940
0.914,0.0012,0.0496,0.00246016,6.0523872256e-06,-1952
0.9144,0.0004,0.0488,0.00238144,5.6712564736e-06,-1948
1.0952,0.1808,0.4104,0.16842816,0.028368045081,-2236
1.0979999999999999,0.0028,0.4048,0.16386304,0.026851095878,-2248
1.0983999999999998,0.0004,0.4056,0.16451136,0.0270639875691,-2252
1.5735999999999999,0.4752,-0.5448,0.29680704,0.0880944189936,-2776
2.1172,0.5436,0.5424,0.29419776,0.086552321989,-2900
2.1216,0.0044,0.5512,0.30382144,0.0923074674037,-2932
2.1892,0.0676,0.416,0.173056,0.029948379136,-2896
2.1904,0.0012,0.4184,0.17505856,0.0306454994293,-2896
2.7168,0.5264,-0.6344,0.40246336,0.161976756142,-3236
2.7204,0.0036,-0.6272,0.39337984,0.154747698518,-3236
2.7488,0.0284,-0.684,0.467856,0.218889236736,-3288
3.4204,0.6716,0.6592,0.43454464,0.188829044153,-3488
4.144,0.7236,-0.788,0.620944,0.385571451136,-3676
4.9572,0.8132,0.8384,0.70291456,0.49408887866,-4060
5.8112,0.854,-0.8696,0.75620416,0.571844731601,-4160
6.6896,0.8784,0.8872,0.78712384,0.619563939496,-4268
7.583200000000001,0.8936,-0.9,0.81,0.6561,-4296
8.5004,0.9172,0.9344,0.87310336,0.762309477243,-4452
9.423200000000001,0.9228,-0.9112,0.83028544,0.689373911876,-4344
9.424400000000002,0.0012,-0.9088,0.82591744,0.682139617696,-4332
10.347600000000002,0.9232,0.9376,0.87909376,0.772805838871,-4484
11.277600000000001,0.93,-0.9224,0.85082176,0.72389766729,-4416
12.202800000000002,0.9252,0.928,0.861184,0.741637881856,-4448
13.135600000000002,0.9328,-0.9376,0.87909376,0.772805838871,-4528
14.063200000000002,0.9276,0.9176,0.84198976,0.708946755945,-4408
14.964000000000002,0.9008,-0.884,0.781456,0.610673479936,-4324
15.863600000000002,0.8996,0.9152,0.83759104,0.701558750288,-4364
15.864400000000002,0.0008,0.9136,0.83466496,0.696665595452,-4356
16.7752,0.9108,-0.908,0.824464,0.679740887296,-4316
17.6856,0.9104,0.9128,0.83320384,0.694228638991,-4320
17.686400000000003,0.0008,0.9144,0.83612736,0.699108962141,-4332
18.6032,0.9168,-0.9192,0.84492864,0.713904406692,-4404
19.52,0.9168,0.9144,0.83612736,0.699108962141,-4352
20.4196,0.8996,-0.8848,0.78287104,0.612887065271,-4236
21.32,0.9004,0.916,0.839056,0.704014971136,-4416
22.2432,0.9232,-0.9304,0.86564416,0.749339811742,-4456
22.246000000000002,0.0028,-0.9248,0.85525504,0.731461183445,-4432
23.1688,0.9228,0.9208,0.84787264,0.718888013661,-4388
24.0892,0.9204,-0.92,0.8464,0.71639296,-4396
25.004,0.9148,0.9096,0.82737216,0.684544691143,-4352
25.0044,0.0004,0.9088,0.82591744,0.682139617696,-4344
25.9048,0.9004,-0.892,0.795664,0.633081200896,-4216
26.813200000000002,0.9084,0.9248,0.85525504,0.731461183445,-4412
27.7208,0.9076,-0.8904,0.79281216,0.628551121044,-4192
28.634800000000002,0.914,0.9376,0.87909376,0.772805838871,-4472
29.547600000000003,0.9128,-0.888,0.788544,0.621801639936,-4416
30.446800000000003,0.8992,0.9104,0.82882816,0.686956118809,-4376
31.357600000000005,0.9108,-0.9112,0.83028544,0.689373911876,-4364
32.2584,0.9008,0.8904,0.79281216,0.628551121044,-4240
33.1516,0.8932,-0.896,0.802816,0.644513529856,-4244
34.0524,0.9008,0.9056,0.82011136,0.672582642801,-4296
34.9632,0.9108,-0.916,0.839056,0.704014971136,-4376
35.8728,0.9096,0.9032,0.81577024,0.66548108447,-4260
36.7812,0.9084,-0.9136,0.83466496,0.696665595452,-4372
37.69,0.9088,0.904,0.817216,0.667841990656,-4300
38.6044,0.9144,-0.9248,0.85525504,0.731461183445,-4424
39.5216,0.9172,0.9096,0.82737216,0.684544691143,-4332
40.4404,0.9188,-0.928,0.861184,0.741637881856,-4436
41.371199999999995,0.9308,0.9336,0.87160896,0.759702179152,-4480
41.371599999999994,0.0004,0.9328,0.87011584,0.757101575019,-4472
42.29359999999999,0.922,-0.9112,0.83028544,0.689373911876,-4348
43.20239999999999,0.9088,0.9064,0.82156096,0.674962410996,-4392
44.12679999999999,0.9244,-0.9424,0.88811776,0.788753155627,-4536
45.051999999999985,0.9252,0.908,0.824464,0.679740887296,-4296
