t_tot,t,m,m2,m4,E
0.0004,0.0004,0.0,0.0,0.0,-68
0.0008,0.0004,0.0008,6.4e-07,4.096e-13,-68
0.002,0.0012,0.0032,1.024e-05,1.048576e-10,-80
0.004,0.002,0.0072,5.184e-05,2.6873856e-09,-100
0.0044,0.0004,0.008,6.4e-05,4.096e-09,-104
0.0064,0.002,0.004,1.6e-05,2.56e-10,-116
0.0068000000000000005,0.0004,0.0032,1.024e-05,1.048576e-10,-120
0.008,0.0012,0.0008,6.4e-07,4.096e-13,-132
0.0088,0.0008,0.0024,5.76e-06,3.31776e-11,-136
0.01,0.0012,2.16840434497e-19,4.70197740329e-38,2.2108591501e-75,-136
0.0104,0.0004,-0.0008,6.4e-07,4.096e-13,-136
0.010799999999999999,0.0004,2.16840434497e-19,4.70197740329e-38,2.2108591501e-75,-140
0.0116,0.0008,0.0016,2.56e-06,6.5536e-12,-148
0.0136,0.002,0.0056,3.136e-05,9.834496e-10,-156
0.0144,0.0008,0.0072,5.184e-05,2.6873856e-09,-148
0.014799999999999999,0.0004,0.008,6.4e-05,4.096e-09,-156
0.015199999999999998,0.0004,0.0072,5.184e-05,2.6873856e-09,-156
0.022,0.0068,0.0208,0.00043264,1.871773696e-07,-152
0.0224,0.0004,0.02,0.0004,1.6e-07,-152
0.0268,0.0044,0.0288,0.00082944,6.879707136e-07,-176
0.027200000000000002,0.0004,0.028,0.000784,6.14656e-07,-180
0.028,0.0008,0.0264,0.00069696,4.857532416e-07,-184
0.0284,0.0004,0.0256,0.00065536,4.294967296e-07,-184
0.030000000000000002,0.0016,0.0288,0.00082944,6.879707136e-07,-188
0.0316,0.0016,0.032,0.001024,1.048576e-06,-196
0.0332,0.0016,0.0288,0.00082944,6.879707136e-07,-200
0.0336,0.0004,0.028,0.000784,6.14656e-07,-196
0.033999999999999996,0.0004,0.0272,0.00073984,5.473632256e-07,-196
0.0372,0.0032,0.0208,0.00043264,1.871773696e-07,-216
0.037599999999999995,0.0004,0.02,0.0004,1.6e-07,-224
0.038799999999999994,0.0012,0.0176,0.00030976,9.59512576e-08,-224
0.03919999999999999,0.0004,0.0184,0.00033856,1.146228736e-07,-228
0.04359999999999999,0.0044,0.0096,9.216e-05,8.4934656e-09,-248
0.044399999999999995,0.0008,0.0112,0.00012544,1.57351936e-08,-248
0.04479999999999999,0.0004,0.0104,0.00010816,1.16985856e-08,-256
0.045599999999999995,0.0008,0.0088,7.744e-05,5.9969536e-09,-268
0.047599999999999996,0.002,0.0128,0.00016384,2.68435456e-08,-280
0.05159999999999999,0.004,0.0208,0.00043264,1.871773696e-07,-292
0.052399999999999995,0.0008,0.0224,0.00050176,2.517630976e-07,-304
0.064,0.0116,-0.0008,6.4e-07,4.096e-13,-316
0.06520000000000001,0.0012,-0.0032,1.024e-05,1.048576e-10,-316
0.07160000000000001,0.0064,0.0096,9.216e-05,8.4934656e-09,-316
0.07280000000000002,0.0012,0.0072,5.184e-05,2.6873856e-09,-320
0.07360000000000001,0.0008,0.0056,3.136e-05,9.834496e-10,-324
0.07400000000000001,0.0004,0.0064,4.096e-05,1.6777216e-09,-320
0.07440000000000001,0.0004,0.0072,5.184e-05,2.6873856e-09,-324
0.07640000000000001,0.002,0.0032,1.024e-05,1.048576e-10,-340
0.07760000000000002,0.0012,0.0008,6.4e-07,4.096e-13,-348
0.08000000000000002,0.0024,-0.004,1.6e-05,2.56e-10,-348
0.08280000000000001,0.0028,0.0016,2.56e-06,6.5536e-12,-348
0.08720000000000001,0.0044,-0.0072,5.184e-05,2.6873856e-09,-344
0.08880000000000002,0.0016,-0.004,1.6e-05,2.56e-10,-360
0.08960000000000001,0.0008,-0.0024,5.76e-06,3.31776e-11,-368
0.09160000000000001,0.002,-0.0064,4.096e-05,1.6777216e-09,-372
0.09240000000000001,0.0008,-0.0048,2.304e-05,5.308416e-10,-380
0.09280000000000001,0.0004,-0.0056,3.136e-05,9.834496e-10,-384
0.09480000000000001,0.002,-0.0096,9.216e-05,8.4934656e-09,-400
0.09640000000000001,0.0016,-0.0128,0.00016384,2.68435456e-08,-412
0.10520000000000002,0.0088,0.0048,2.304e-05,5.308416e-10,-444
0.10680000000000002,0.0016,0.008,6.4e-05,4.096e-09,-452
0.10720000000000002,0.0004,0.0088,7.744e-05,5.9969536e-09,-456
0.10800000000000001,0.0008,0.0072,5.184e-05,2.6873856e-09,-460
0.10880000000000001,0.0008,0.0056,3.136e-05,9.834496e-10,-468
0.11040000000000001,0.0016,0.0024,5.76e-06,3.31776e-11,-472
0.11240000000000001,0.002,-0.0016,2.56e-06,6.5536e-12,-480
0.11400000000000002,0.0016,0.0016,2.56e-06,6.5536e-12,-480
0.11520000000000002,0.0012,0.004,1.6e-05,2.56e-10,-488
0.11760000000000002,0.0024,0.0088,7.744e-05,5.9969536e-09,-512
0.11800000000000002,0.0004,0.008,6.4e-05,4.096e-09,-520
0.12120000000000002,0.0032,0.0144,0.00020736,4.29981696e-08,-536
0.12200000000000001,0.0008,0.016,0.000256,6.5536e-08,-548
0.12360000000000002,0.0016,0.0192,0.00036864,1.358954496e-07,-556
0.12440000000000001,0.0008,0.0208,0.00043264,1.871773696e-07,-560
0.128,0.0036,0.0136,0.00018496,3.42102016e-08,-560
0.1288,0.0008,0.012,0.000144,2.0736e-08,-564
0.1292,0.0004,0.0128,0.00016384,2.68435456e-08,-568
0.12960000000000002,0.0004,0.0136,0.00018496,3.42102016e-08,-572
0.13000000000000003,0.0004,0.0144,0.00020736,4.29981696e-08,-576
0.14280000000000004,0.0128,-0.0112,0.00012544,1.57351936e-08,-596
0.14320000000000005,0.0004,-0.012,0.000144,2.0736e-08,-600
0.14400000000000004,0.0008,-0.0104,0.00010816,1.16985856e-08,-600
0.15720000000000003,0.0132,-0.0368,0.00135424,1.8339659776e-06,-588
0.15760000000000005,0.0004,-0.0376,0.00141376,1.9987173376e-06,-592
0.16360000000000005,0.006,-0.0256,0.00065536,4.294967296e-07,-608
0.16440000000000005,0.0008,-0.0272,0.00073984,5.473632256e-07,-604
0.16520000000000004,0.0008,-0.0256,0.00065536,4.294967296e-07,-600
0.17120000000000005,0.006,-0.0136,0.00018496,3.42102016e-08,-596
0.17240000000000005,0.0012,-0.016,0.000256,6.5536e-08,-596
0.17320000000000005,0.0008,-0.0144,0.00020736,4.29981696e-08,-600
0.17600000000000005,0.0028,-0.0088,7.744e-05,5.9969536e-09,-604
0.17680000000000004,0.0008,-0.0072,5.184e-05,2.6873856e-09,-592
