t_tot,t,m,m2,m4,E
0.000625,0.000625,0.0025,6.25e-06,3.90625e-11,0
0.00125,0.000625,0.00125,1.5625e-06,2.44140625e-12,0
0.003125,0.001875,0.005,2.5e-05,6.25e-10,-4
0.005,0.001875,0.00125,1.5625e-06,2.44140625e-12,-8
0.00625,0.00125,-0.00125,1.5625e-06,2.44140625e-12,-12
0.006875,0.000625,0.0,0.0,0.0,-12
0.009375,0.0025,-0.005,2.5e-05,6.25e-10,-20
0.01,0.000625,-0.00625,3.90625e-05,1.52587890625e-09,-28
0.01125,0.00125,-0.00375,1.40625e-05,1.9775390625e-10,-28
0.015,0.00375,0.00375,1.40625e-05,1.9775390625e-10,-40
0.017499999999999998,0.0025,0.00875,7.65625e-05,5.86181640625e-09,-48
0.018125,0.000625,0.0075,5.625e-05,3.1640625e-09,-44
0.01875,0.000625,0.00875,7.65625e-05,5.86181640625e-09,-36
0.019375,0.000625,0.01,0.0001,1e-08,-36
0.028749999999999998,0.009375,-0.00875,7.65625e-05,5.86181640625e-09,-44
0.03,0.00125,-0.00625,3.90625e-05,1.52587890625e-09,-36
0.031875,0.001875,-0.01,0.0001,1e-08,-44
0.0325,0.000625,-0.01125,0.0001265625,1.60180664062e-08,-44
0.034375,0.001875,-0.015,0.000225,5.0625e-08,-44
0.035,0.000625,-0.01625,0.0002640625,6.97290039063e-08,-36
0.04,0.005,-0.02625,0.0006890625,4.74807128906e-07,-64
0.040625,0.000625,-0.025,0.000625,3.90625e-07,-68
0.04125,0.000625,-0.02375,0.0005640625,3.18166503906e-07,-72
0.041875,0.000625,-0.025,0.000625,3.90625e-07,-76
0.043125000000000004,0.00125,-0.0275,0.00075625,5.719140625e-07,-80
0.046250000000000006,0.003125,-0.02125,0.0004515625,2.03908691406e-07,-92
0.04812500000000001,0.001875,-0.025,0.000625,3.90625e-07,-96
0.053125000000000006,0.005,-0.015,0.000225,5.0625e-08,-100
0.05625000000000001,0.003125,-0.00875,7.65625e-05,5.86181640625e-09,-108
0.05687500000000001,0.000625,-0.01,0.0001,1e-08,-112
0.06250000000000001,0.005625,0.00125,1.5625e-06,2.44140625e-12,-120
0.06312500000000001,0.000625,0.0025,6.25e-06,3.90625e-11,-120
0.06625000000000002,0.003125,0.00875,7.65625e-05,5.86181640625e-09,-128
0.06812500000000002,0.001875,0.005,2.5e-05,6.25e-10,-136
0.07000000000000002,0.001875,0.00875,7.65625e-05,5.86181640625e-09,-136
0.07062500000000002,0.000625,0.0075,5.625e-05,3.1640625e-09,-144
0.07375000000000002,0.003125,0.01375,0.0001890625,3.57446289063e-08,-140
0.07500000000000002,0.00125,0.01125,0.0001265625,1.60180664062e-08,-144
0.07625000000000003,0.00125,0.01375,0.0001890625,3.57446289063e-08,-144
0.07687500000000003,0.000625,0.015,0.000225,5.0625e-08,-148
0.07812500000000003,0.00125,0.0125,0.00015625,2.44140625e-08,-160
0.07875000000000003,0.000625,0.01375,0.0001890625,3.57446289063e-08,-160
0.07937500000000003,0.000625,0.015,0.000225,5.0625e-08,-160
0.08250000000000003,0.003125,0.00875,7.65625e-05,5.86181640625e-09,-168
0.08562500000000003,0.003125,0.015,0.000225,5.0625e-08,-184
0.08687500000000004,0.00125,0.0125,0.00015625,2.44140625e-08,-180
0.08750000000000004,0.000625,0.01125,0.0001265625,1.60180664062e-08,-184
0.09437500000000004,0.006875,0.025,0.000625,3.90625e-07,-192
0.09500000000000004,0.000625,0.02625,0.0006890625,4.74807128906e-07,-188
0.09812500000000005,0.003125,0.02,0.0004,1.6e-07,-176
0.09875000000000005,0.000625,0.02125,0.0004515625,2.03908691406e-07,-184
0.10250000000000005,0.00375,0.02875,0.0008265625,6.83205566406e-07,-208
0.10562500000000005,0.003125,0.035,0.001225,1.500625e-06,-212
0.10625000000000005,0.000625,0.03625,0.0013140625,1.72676025391e-06,-212
